county,category,taxonomic_group,taxonomic_subgroup,scientific_name,common_name
Monroe,Plant,Flowering Plants,Sedges,Schoenoplectus heterochaetus,Slender Bulrush
Monroe,Plant,Flowering Plants,Other Flowering Plants,Desmodium obtusum,Stiff Tick Trefoil
Monroe,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort
Monroe,Plant,Flowering Plants,Other Flowering Plants,Agalinis paupercula,Small-flowered Agalinis
Monroe,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago ohioensis,Ohio Goldenrod
Monroe,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. pubescens,Large Yellow Lady's Slipper
Monroe,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum muticum,Blunt Mountain Mint
Monroe,Plant,Flowering Plants,Sedges,Carex cryptolepis,Small Yellow Sedge
Monroe,Plant,Flowering Plants,Other Flowering Plants,Stuckenia filiformis,Slender Pondweed
Monroe,Plant,Flowering Plants,Other Flowering Plants,Chaerophyllum procumbens var. procumbens,Spreading Chervil
Monroe,Plant,Flowering Plants,Other Flowering Plants,Euonymus americanus,American Strawberry Bush
Monroe,Plant,Flowering Plants,Other Flowering Plants,Valerianella chenopodiifolia,Goosefoot Corn Salad
Monroe,Plant,Flowering Plants,Other Flowering Plants,Pinguicula vulgaris,Butterwort
Monroe,Plant,Flowering Plants,Orchids,Triphora trianthophoros ssp. trianthophoros,Nodding Pogonia
Monroe,Plant,Flowering Plants,Grasses,Poa sylvestris,Forest Blue Grass
Monroe,Plant,Flowering Plants,Other Flowering Plants,Hylodesmum pauciflorum,Small-flowered Tick Trefoil
Monroe,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Vernonia gigantea,Tall Ironweed
Monroe,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago ptarmicoides,Upland Goldenrod
Monroe,Plant,Flowering Plants,Other Flowering Plants,Monarda clinopodia,Basilbalm
Monroe,Plant,Flowering Plants,Other Flowering Plants,Cuscuta cephalanthi,Buttonbush Dodder
Monroe,Plant,Flowering Plants,Other Flowering Plants,Astragalus neglectus,Cooper's Milkvetch
Monroe,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine
Monroe,Plant,Flowering Plants,Other Flowering Plants,Najas marina,Spiny Water Nymph
Monroe,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant-hyssop
Monroe,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens laevis,Smooth Beggar-ticks
Monroe,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey
Monroe,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root
Monroe,Plant,Flowering Plants,Grasses,Calamagrostis stricta ssp. inexpansa,New England Northern Reed Grass
Monroe,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum verticillatum var. verticillatum,Whorled Mountain Mint
Monroe,Plant,Flowering Plants,Sedges,Carex emmonsii,Emmons' Sedge
Monroe,Plant,Flowering Plants,Other Flowering Plants,Celastrus scandens,American Bittersweet
Monroe,Plant,Flowering Plants,Rushes,Luzula echinata,Spiny Wood Rush
Monroe,Plant,Flowering Plants,Other Flowering Plants,Collinsia verna,Blue-eyed-Mary
Monroe,Plant,Flowering Plants,Other Flowering Plants,Cuscuta polygonorum,Smartweed Dodder
Monroe,Plant,Flowering Plants,Other Flowering Plants,Erigenia bulbosa,Harbinger-of-spring
Monroe,Plant,Flowering Plants,Sedges,Carex vaginata,Sheathed Sedge
Monroe,Plant,Flowering Plants,Other Flowering Plants,Frasera caroliniensis,Green Gentian
Monroe,Plant,Flowering Plants,Other Flowering Plants,Pterospora andromedea,Pinedrops
Monroe,Plant,Flowering Plants,Sedges,Carex schweinitzii,Schweinitz's Sedge
Monroe,Plant,Flowering Plants,Orchids,Cypripedium reginae,Showy Lady's Slipper
Monroe,Plant,Flowering Plants,Other Flowering Plants,Galium concinnum,Shining Bedstraw
Monroe,Plant,Flowering Plants,Other Flowering Plants,Gentiana puberulenta,Prairie Gentian
Monroe,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens
Monroe,Plant,Flowering Plants,Other Flowering Plants,Houstonia purpurea var. purpurea,Purple Bluets
Monroe,Plant,Flowering Plants,Other Flowering Plants,Ipomoea pandurata,Wild Potato-vine
Monroe,Plant,Flowering Plants,Other Flowering Plants,Lemna perpusilla,Minute Duckweed
Monroe,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. parviflorum,Small Southern Yellow Lady's Slipper
Monroe,Plant,Flowering Plants,Other Flowering Plants,Scheuchzeria palustris,Pod Grass
Monroe,Plant,Flowering Plants,Other Flowering Plants,Oxybasis rubra var. rubra,Red Pigweed
Monroe,Plant,Flowering Plants,Other Flowering Plants,Sparganium natans,Small Bur-reed
Monroe,Plant,Flowering Plants,Other Flowering Plants,Tilia americana var. heterophylla,White Basswood
Monroe,Plant,Flowering Plants,Other Flowering Plants,Trillium flexipes,Nodding Trillium
Monroe,Plant,Flowering Plants,Other Flowering Plants,Trollius laxus,Spreading Globeflower
Monroe,Plant,Flowering Plants,Sedges,Carex nigromarginata,Black-edge Sedge
Monroe,Plant,Flowering Plants,Other Flowering Plants,Ulmus thomasii,Cork Elm
Monroe,Plant,Flowering Plants,Other Flowering Plants,Sisyrinchium mucronatum,Sharp-tipped Blue-eyed Grass
Monroe,Plant,Flowering Plants,Other Flowering Plants,Utricularia minor,Lesser Bladderwort
Monroe,Plant,Flowering Plants,Other Flowering Plants,Valeriana uliginosa,Marsh Valerian
Monroe,Plant,Flowering Plants,Other Flowering Plants,Viola bicolor,Field Pansy
Monroe,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge
Monroe,Plant,Flowering Plants,Sedges,Carex richardsonii,Richardson's Sedge
Monroe,Plant,Flowering Plants,Sedges,Eleocharis equisetoides,Knotted Spike Rush
Monroe,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet
Monroe,Plant,Flowering Plants,Other Flowering Plants,Lilium michiganense,Michigan Lily
Monroe,Plant,Flowering Plants,Sedges,Scleria verticillata,Low Nut Sedge
Monroe,Plant,Flowering Plants,Other Flowering Plants,Anticlea elegans var. glauca,Mountain Death Camas
Monroe,Plant,Flowering Plants,Other Flowering Plants,Jeffersonia diphylla,Twinleaf
Monroe,Plant,Flowering Plants,Sedges,Carex bullata,Button Sedge
Monroe,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Senecio suaveolens,Sweet-scented Indian Plantain
Monroe,Plant,Flowering Plants,Sedges,Carex buxbaumii,Brown Bog Sedge
Monroe,Plant,Flowering Plants,Sedges,Carex careyana,Carey's Sedge
Monroe,Plant,Flowering Plants,Sedges,Carex crawei,Crawe's Sedge
Monroe,Plant,Flowering Plants,Sedges,Carex davisii,Davis' Sedge
Monroe,Plant,Flowering Plants,Other Flowering Plants,Triglochin palustris,Marsh Arrow Grass
Monroe,Plant,Flowering Plants,Sedges,Carex decomposita,Cypress-knee Sedge
Monroe,Plant,Flowering Plants,Sedges,Carex formosa,Handsome Sedge
Monroe,Plant,Flowering Plants,Other Flowering Plants,Potentilla supina ssp. paradoxa,Bushy Cinquefoil
Monroe,Plant,Flowering Plants,Sedges,Carex gynocrates,Northern Bog Sedge
Monroe,Plant,Flowering Plants,Sedges,Carex houghtoniana,Houghton's Sedge
Monroe,Plant,Flowering Plants,Sedges,Carex livida,Livid Sedge
Monroe,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge
Monroe,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge
Monroe,Plant,Flowering Plants,Sedges,Trichophorum cespitosum ssp. cespitosum,Deer's Hair Sedge
Monroe,Plant,Flowering Plants,Other Flowering Plants,Cuscuta pentagona,Five-angled Dodder
Monroe,Plant,Flowering Plants,Other Flowering Plants,Lithospermum croceum,Golden Puccoon
Monroe,Plant,Flowering Plants,Other Flowering Plants,Hydrastis canadensis,Goldenseal
Monroe,Plant,Flowering Plants,Sedges,Carex nigra,Black Sedge
Monroe,Plant,Flowering Plants,Other Flowering Plants,Physalis virginiana var. virginiana,Virginia Ground Cherry
Monroe,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng
Monroe,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort
Monroe,Plant,Flowering Plants,Sedges,Carex atherodes,Wheat Sedge
Monroe,Plant,Flowering Plants,Sedges,Carex muehlenbergii var. enervis,Muhlenberg's Veinless Sedge
Monroe,Plant,Flowering Plants,Other Flowering Plants,Gentianopsis virgata ssp. virgata,Lesser Fringed Gentian
Monroe,Plant,Flowering Plants,Other Flowering Plants,Ptelea trifoliata var. trifoliata,Wafer Ash
Monroe,Plant,Flowering Plants,Sedges,Carex sartwellii,Sartwell's Sedge
Monroe,Plant,Flowering Plants,Other Flowering Plants,Angelica venenosa,Hairy Angelica
Monroe,Plant,Flowering Plants,Sedges,Carex jamesii,James' Sedge
Monroe,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid
Monroe,Plant,Flowering Plants,Orchids,Tipularia discolor,Cranefly Orchid
Monroe,Plant,Flowering Plants,Sedges,Scirpus georgianus,Georgia Bulrush
Monroe,Plant,Flowering Plants,Other Flowering Plants,Agrimonia parviflora,Swamp Agrimony
Monroe,Plant,Flowering Plants,Other Flowering Plants,Trillium cernuum,Nodding Trillium
Monroe,Plant,Flowering Plants,Other Flowering Plants,Asclepias purpurascens,Purple Milkweed
Monroe,Plant,Flowering Plants,Other Flowering Plants,Pyrola asarifolia ssp. asarifolia,Pink Wintergreen
Monroe,Plant,Flowering Plants,Sedges,Cyperus schweinitzii,Schweinitz's Flat Sedge
Monroe,Plant,Flowering Plants,Other Flowering Plants,Asclepias verticillata,Whorled Milkweed
Monroe,Plant,Flowering Plants,Other Flowering Plants,Rumex fueginus,Golden Dock
Monroe,Plant,Flowering Plants,Other Flowering Plants,Asimina triloba,Pawpaw
Monroe,Plant,Flowering Plants,Other Flowering Plants,Betula pumila,Swamp Birch
Monroe,Plant,Flowering Plants,Other Flowering Plants,Desmodium ciliare,Little-leaf Tick Trefoil
Monroe,Plant,Flowering Plants,Other Flowering Plants,Buchnera americana,Blue-hearts
Monroe,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover
Monroe,Plant,Flowering Plants,Other Flowering Plants,Potamogeton strictifolius,Straight-leaved Pondweed
Monroe,Plant,Flowering Plants,Other Flowering Plants,Cardamine douglassii,Purple Cress
Monroe,Plant,Flowering Plants,Other Flowering Plants,Carya laciniosa,Big Shellbark Hickory
Monroe,Plant,Flowering Plants,Other Flowering Plants,Castilleja coccinea,Scarlet Indian-paintbrush
Monroe,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Arnoglossum atriplicifolium,Pale Indian-plantain
Monroe,Plant,Flowering Plants,Other Flowering Plants,Lathyrus ochroleucus,Pale Vetchling
Monroe,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum boreale,Northern Bog Aster
Monroe,Plant,Flowering Plants,Other Flowering Plants,Chamaelirium luteum,Fairywand
Monroe,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. makasin,Small Northern Yellow Lady's Slipper
Monroe,Plant,Flowering Plants,Other Flowering Plants,Lemna turionifera,Turion Duckweed
Monroe,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum oolentangiense,Sky-blue Aster
Monroe,Plant,Flowering Plants,Grasses,Sphenopholis pensylvanica,Swamp Oats
Monroe,Plant,Flowering Plants,Orchids,Aplectrum hyemale,Puttyroot
Monroe,Plant,Flowering Plants,Orchids,Corallorhiza odontorhiza var. pringlei,Autumn Coralroot
Monroe,Plant,Flowering Plants,Orchids,Corallorhiza striata var. striata,Striped Coralroot
Monroe,Plant,Flowering Plants,Orchids,Liparis liliifolia,Large Twayblade
Monroe,Plant,Flowering Plants,Orchids,Platanthera ciliaris,Orange Fringed Orchid
Monroe,Plant,Flowering Plants,Other Flowering Plants,Trillium sessile,Toad Shade Trillium
Monroe,Plant,Mosses,Other Mosses,Scorpidium scorpioides,Scorpion feather moss
Montgomery,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog
Montgomery,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog
Montgomery,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog
Montgomery,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt
Montgomery,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog
Montgomery,Animal,Amphibians,Salamanders,Necturus maculosus,Mudpuppy
Montgomery,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper
Montgomery,Animal,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog
Montgomery,Animal,Amphibians,Salamanders,Gyrinophilus porphyriticus,Spring Salamander
Montgomery,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander
Montgomery,Animal,Amphibians,Salamanders,Desmognathus ochrophaeus,Allegheny Mountain Dusky Salamander
Montgomery,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum,Jefferson Salamander
Montgomery,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander
Montgomery,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog
Montgomery,Animal,Amphibians,Frogs and Toads,Anaxyrus americanus,American Toad
Montgomery,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander
Montgomery,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander
Montgomery,Animal,Animal Assemblages,Animal Assemblages,Bat Colony,Bat Colony
Montgomery,Animal,Birds,Swallows,Petrochelidon pyrrhonota,Cliff Swallow
Montgomery,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush
Montgomery,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier
Montgomery,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe
Montgomery,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle
Montgomery,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird
Montgomery,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink
Montgomery,Animal,Birds,Blackbirds and Orioles,Icterus galbula,Baltimore Oriole
Montgomery,Animal,Birds,Blackbirds and Orioles,Icterus spurius,Orchard Oriole
Montgomery,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird
Montgomery,Animal,Birds,Blackbirds and Orioles,Quiscalus quiscula,Common Grackle
Montgomery,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark
Montgomery,Animal,Birds,Cardinals and Buntings,Cardinalis cardinalis,Northern Cardinal
Montgomery,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting
Montgomery,Animal,Birds,Cardinals and Buntings,Pheucticus ludovicianus,Rose-breasted Grosbeak
Montgomery,Animal,Birds,Cardinals and Buntings,Piranga olivacea,Scarlet Tanager
Montgomery,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse
Montgomery,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee
Montgomery,Animal,Birds,Creepers,Certhia americana,Brown Creeper
Montgomery,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow
Montgomery,Animal,Birds,Crows and Jays,Corvus corax,Common Raven
Montgomery,Animal,Birds,Crows and Jays,Corvus ossifragus,Fish Crow
Montgomery,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay
Montgomery,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo
Montgomery,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo
Montgomery,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck
Montgomery,Animal,Birds,"Ducks, Geese, Waterfowl",Anas crecca,Green-winged Teal
Montgomery,Animal,Birds,"Ducks, Geese, Waterfowl",Anas discors,Blue-winged Teal
Montgomery,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos,Mallard
Montgomery,Animal,Birds,"Ducks, Geese, Waterfowl",Anas rubripes,American Black Duck
Montgomery,Animal,Birds,"Ducks, Geese, Waterfowl",Branta canadensis,Canada Goose
Montgomery,Animal,Birds,"Ducks, Geese, Waterfowl",Lophodytes cucullatus,Hooded Merganser
Montgomery,Animal,Birds,"Ducks, Geese, Waterfowl",Mergus merganser,Common Merganser
Montgomery,Animal,Birds,Finches and Crossbills,Coccothraustes vespertinus,Evening Grosbeak
Montgomery,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,House Finch
Montgomery,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch
Montgomery,Animal,Birds,Finches and Crossbills,Loxia curvirostra,Red Crossbill
Montgomery,Animal,Birds,Finches and Crossbills,Spinus pinus,Pine Siskin
Montgomery,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch
Montgomery,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee
Montgomery,Animal,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher
Montgomery,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher
Montgomery,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher
Montgomery,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher
Montgomery,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe
Montgomery,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird
Montgomery,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher
Montgomery,Animal,Birds,"Grouse, Pheasants, Turkeys",Bonasa umbellus,Ruffed Grouse
Montgomery,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey
Montgomery,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant
Montgomery,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper
Montgomery,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper
Montgomery,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer
Montgomery,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Gallinago delicata,Wilson's Snipe
Montgomery,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Scolopax minor,American Woodcock
Montgomery,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk
Montgomery,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Sharp-shinned Hawk
Montgomery,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo jamaicensis,Red-tailed Hawk
Montgomery,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk
Montgomery,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk
Montgomery,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture
Montgomery,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel
Montgomery,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey
Montgomery,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird
Montgomery,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift
Montgomery,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher
Montgomery,Animal,Birds,Kinglets,Regulus satrapa,Golden-crowned Kinglet
Montgomery,Animal,Birds,Larks,Eremophila alpestris,Horned Lark
Montgomery,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird
Montgomery,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird
Montgomery,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher
Montgomery,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk
Montgomery,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch
Montgomery,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch
Montgomery,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow
Montgomery,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl
Montgomery,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl
Montgomery,Animal,Birds,Owls,Strix varia,Barred Owl
Montgomery,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon
Montgomery,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove
Montgomery,Animal,Birds,"Rails, Coots and Cranes",Gallinula galeata,Common Moorhen
Montgomery,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora
Montgomery,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail
Montgomery,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow
Montgomery,Animal,Birds,Sparrows and Towhees,Ammodramus savannarum,Grasshopper Sparrow
Montgomery,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco
Montgomery,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow
Montgomery,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow
Montgomery,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow
Montgomery,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee
Montgomery,Animal,Birds,Sparrows and Towhees,Pooecetes gramineus,Vesper Sparrow
Montgomery,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow
Montgomery,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow
