kingdom,phylum,class,order,family,genus,species,commonname
Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,exulans,Wandering albatross
Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,albatrus,Short-tailed albatross
Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,immutabilis,Laysan albatross
Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,irrorata,Waved albatross
Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,nigripes,Black-footed albatross
Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,chlororhynchos,Yellow-nosed albatross
Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,chrysostoma,Grey-headed albatross
Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,melanophris,Black-browed albatross
Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Hydrobates,pelagicus,European storm petrel
Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,castro,Harcourt's storm petrel
Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,furcata,Fork-tailed storm petrel
Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,homochroa,Ashy storm-petrel
Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,leucorhoa,Leach's storm petrel
Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,tristrami,Sooty storm petrel
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Bulweria,bulwerii,Bulwer's petrel
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris,diomedea,Cory's shearwater
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Daption,capense,Cape petrel
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Fulmarus,glacialis,Northern fulmar
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Fulmarus,glacialoides,Southern fulmar
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Macronectes,giganteus,Southern giant petrel
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pagodroma,nivea,Snow petrel
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,parkinsoni,Black petrel
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,alba,Phoenix petrel
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,hypoleuca,Bonin Island petrel
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,leucoptera,Gould's petrel
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,phaeopygia,Darked-rump petrel
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,sandwichensis,Hawaiian petrel
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,carneipes,Flesh-footed shearwater
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,griseus,Sooty shearwater
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,lherminieri,Audobon's shearwater
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,mauretanicus,Balearic shearwater
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,nativitatis,Christmas Island shearwater
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,pacificus,Wedge-tailed shearwater
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,puffinus,Manx shearwater
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,tenuirostris,Short-tailed shearwater
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,fischeri,Fischer's lovebird
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,lilianae,Nyasa loverbird
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,pullarius,Red-headed lovebird
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,roseicollis,Rosy-faced lovebird
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,taranta,Black-winged lovebird
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Alisterus,scapularis,Australian king parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,aestiva,Blue-fronted amazon
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,albifrons,White-fronted parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,amazonica,Orange-winged amazon
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,auropalliata,Yellow-naped parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,autumnalis,Red-lored parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,barbadensis,Yellow-shouldered amazon
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,farinosa,Mealy parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,festiva,Festive amazon
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,finschi,Lilac-crowned parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,guildingii,St. Vincent parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,leucocephala,Cuban parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,ochrocephala,Yellow-crowned parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,oratrix,Yellow-headed parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,rhodocorytha,Red-browed parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,versicolor,St. Lucia amazon
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,viridigenalis,Red-crowned parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,vittata,Puerto Rican amazon
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,glaucus,Glaucous macaw
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,hyacinthinus,Hyacinth macaw
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,leari,Lear's macaw
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aprosmictus,erythropterus,Red-winged parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,ambiguus,Great green macaw
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,ararauna,Blue-and-yellow macaw
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,chloropterus,Red-and-green macaw
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,glaucogularis,Blue-throated macaw
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,macao,Scarlet macaw
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Military macaw
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,rubrogenys,Red-fronted macaw
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,severus,Chestnut-fronted macaw
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,acuticaudata,Blue-crowned parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,auricapillus,Golden-capped parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,canicularis,Orange-fronted parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,chloroptera,Hispaniolan parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,erythrogenys,Red-masked parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,holochlora,Green parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Barnardius,zonarius,Port Lincoln ringneck
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Bolborhynchus,orbygnesius,Andean parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,chiriri,Yellow-chevroned parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,pyrrhoptera,Grey-cheeked parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,sanctithomae,Tui parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,tirica,Plain parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,versicolurus,Canary-winged parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,alba,White cockatoo
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,ducorpsii,Ducorps's cockatoo
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,galerita,Sulphur-crested cockatoo
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,goffiniana,Tanimbar cockatoo
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,haematuropygia,Philippine cockatoo
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,leadbeateri,Pink cockatoo
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,moluccensis,Salmon-crested cockatoo
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,ophthalmica,Blue-eyed cockatoo
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,pastinator,Western corella
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,sanguinea,Little corella
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,sulphurea,Yellow-crested cockatoo
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,tenuirostris,Long-billed corella
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Callocephalon,fimbriatum,Gang-gang cockatoo
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,banksii,Banksian cockatoo
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,baudinii,Long-billed black cockatoo
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,funereus,Yellow-tailed black cockatoo
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,lathami,Glossy black cockatoo
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Chalcopsitta,atra,Black lory
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Chalcopsitta,sintillata,Yellow-streaked lory
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Charmosyna,papou,Papuan lorikeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Conuropsis,carolinensis,Carolina parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Coracopsis,nigra,Black parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Coracopsis,vasa,Vasa parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoliseus,patagonus,Patagonian conure
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanopsitta,spixii,Spix's macaw
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,auriceps,Yellow-fronted parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,novaezelandiae,Red-fronted parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Deroptyus,accipitrinus,Red-fan parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Diopsittaca,nobilis,Red-shouldered macaw
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eclectus,roratus,Eclectus parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Enicognathus,leptorhynchus,Slender-billed parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eolophus,roseicapilla,Galah
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,bornea,Red lory
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,cyanogenia,Black-winged lory
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,histrio,Red-and-blue lory
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,reticulata,Blue-streaked lory
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,squamata,Violet-necked lory
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eunymphicus,cornutus,Horned parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,coelestis,Pacific parrotlet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,cyanopygius,Mexican parrotlet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,passerinus,Green-rumped parrotlet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,xanthops,Yellow-faced parrotlet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Glossopsitta,concinna,Musk lorikeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Glossopsitta,porphyrocephala,Purple-crowned lorikeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Graydidascalus,brachyurus,Short-tailed parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Guaruba,guarouba,Golden conure
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Loriculus,galgulus,Blue-crowned hanging parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Loriculus,philippensis,Colasisi
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Loriculus,vernalis,Vernal hanging parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,domicella,Purple-naped lory
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,garrulus,Chattering lory
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,lory,Black-capped lory
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus,undulatus,Budgerigar
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Myiopsitta,monachus,Monk parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nandayus,nenday,Nanday parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neophema,chrysostoma,Blue-winged parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neophema,pulchella,Turquoise parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neophema,splendida,Scarlet-chested parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neopsephotus,bourkii,Bourke's parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nestor,meridionalis,Kaka
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nestor,notabilis,Kea
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Northiella,haematogaster,Bluebonnet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nymphicus,hollandicus,Cockatiel
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Phigys,solitarius,Collared lory
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionites,leucogaster,White-bellied parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionites,melanocephalus,Black-headed parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionopsitta,pileata,Pileated parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,maximiliani,Scaly-headed parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,menstruus,Blue-headed parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,elegans,Crimson rosella
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,eximius,Eastern rosella
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,icterotis,Western rosella
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,venustus,Northern rosella
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,cryptoxanthus,Brown-headed parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,gulielmi,Red-fronted parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,meyeri,Brown parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,robustus,Brown-necked parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,rueppellii,Ruppel's parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,rufiventris,Red-bellied parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,senegalus,Senegal parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Polytelis,alexandrae,Alexandra's parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Polytelis,anthopeplus,Regent parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Polytelis,swainsonii,Superb parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Primolius,maracana,Blue-winged macaw
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Probosciger,aterrimus,Palm cockatoo
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Prosopeia,personata,Masked shining parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Prosopeia,splendens,Crimson shining parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Prosopeia,tabuensis,Red shining parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus,dissimilis,Hooded parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus,haematonotus,Red-rumped parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus,varius,Mulga parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pseudeos,fuscata,Dusky lory
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psilopsiagon,aymara,Grey-hooded parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,alexandri,Red-breasted parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,calthropae,Layard's parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,columboides,Malabar parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,cyanocephala,Plum-headed parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,eupatria,Alexandrine parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,krameri,Rose-ringed parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittaculirostris,desmarestii,Large fig parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittaculirostris,edwardsii,Edward's fig parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittaculirostris,salvadorii,Salvadori's fig parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacus,erithacus,Grey parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psitteuteles,goldiei,Goldie's lorikeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psitteuteles,iris,Iris lorikeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittinus,cyanurus,Blue-rumped parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittrichas,fulgidus,Pesquet's parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Purpureicephalus,spurius,Red-capped parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,leucotis,White-eared conure
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,perlata,Crimson-bellied parakeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Rhynchopsitta,pachyrhyncha,Thick-billed parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Strigops,habroptila,Kakapo
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Tanygnathus,megalorynchos,Great-billed parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Tanygnathus,sumatranus,Blue-backed parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,euteles,Olive-headed lorikeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,haematodus,Rainbow lorikeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,johnstoniae,Mindanao lorikeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,ornatus,Ornate lorikeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Triclaria,malachitacea,Blue-bellied parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Vini,australis,Blue-crowned lorikeet
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Vini,peruviana,Blue lorikeet
Animalia,Chordata,Aves,Rheiformes,Rheidae,Rhea,americana,Greater rhea
Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,forsteri,Emperor penguin
Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,patagonicus,King penguin
Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,minor,Little penguin
Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,papua,Gentoo penguin
Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,demersus,Jackass penguin
Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,humboldti,Humboldt penguin
Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,magellanicus,Magellanic penguin
Animalia,Chordata,Aves,Strigiformes,Strigidae,Aegolius,acadicus,Northern saw-whet owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Aegolius,funereus,Boreal owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,flammeus,Short-eared owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,otus,Long-eared owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,cunicularia,Burrowing owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,noctua,Little owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,bubo,Eurasian eagle-owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,scandiacus,Snowy owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,virginianus,Great horned owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,passerinum,Eurasian pygmy-owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Megascops,asio,Eastern screech-owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Megascops,kennicottii,Western screech-owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Micrathene,whitneyi,Elf owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Otus,flammeolus,Flammulated owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Otus,scops,Common or Eurasian scops-owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Pulsatrix,perspicillata,Spectacled owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,aluco,Tawny owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,nebulosa,Great grey owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,occidentalis,Spotted owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,uralensis,Ural owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,varia,Barred owl
Animalia,Chordata,Aves,Strigiformes,Strigidae,Surnia,ulula,Northern hawk-owl
Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,alba,Barn owl
Animalia,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,camelus,Ostrich
Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,anhinga,Anhinga
Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,melanogaster,Darter
Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,andrewsi,Christmas Island frigatebird
Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,ariel,Lesser frigatebird
Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,magnificens,Magnificent frigatebird
Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,minor,Great frigatebird
Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,aristotelis,European shag
Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,auritus,Double-crested cormorant
Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,brasilianus,Neotropic cormorant
Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,carbo,Great cormorant
Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,pelagicus,Pelagic cormorant
Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,penicillatus,Brandt's cormorant
Animalia,Chordata,Aves,Suliformes,Sulidae,Morus,bassanus,Northern gannet
Animalia,Chordata,Aves,Suliformes,Sulidae,Morus,serrator,Australasian gannet
Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,dactylatra,Masked booby
Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,granti,Nazca booby
Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,leucogaster,Brown booby
Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,nebouxii,Blue-footed booby
Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,sula,Red-footed booby
Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Tinamus,solitarius,Solitary tinamou
Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Caspiomyzon,wagneri,Volga lamprey
Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Entosphenus,tridentatus,Pacific lamprey
Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Eudontomyzon,danfordi,Carpathian lamprey
Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Eudontomyzon,mariae,Ukrainian brook lamprey
Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Ichthyomyzon,castaneus,Chestnut lamprey
Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Ichthyomyzon,greeleyi,Mountain brook lamprey
Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Ichthyomyzon,unicuspis,Silver lamprey
Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,aepyptera,Least brook lamprey
Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,fluviatilis,European river lamprey
Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,planeri,European brook lamprey
Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lethenteron,appendix,American brook lamprey
Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lethenteron,camtschaticum,Arctic lamprey
Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lethenteron,kessleri,Siberian brook lamprey
Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lethenteron,reissneri,Far eastern brook lamprey
Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lethenteron,zanandreai,Po brook lamprey
Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Petromyzon,marinus,Sea lamprey
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,acronotus,Blacknose shark
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,amblyrhynchos,Grey reef shark
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,brachyurus,Copper shark
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,brevipinna,Spinner shark
